URL,Question Text,Option Text,Option Value
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152",当てはまる症状を選んでください。,5.咳　〔または〕　黄色や緑色の痰（たん）が出ていますか？,"A003154,A003152Q0105"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152",当てはまる症状を選んでください。,6.発熱（38℃以上）はありますか？,"A003154,A003152Q0106"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152",当てはまる症状を選んでください。,どれにもあてはまらない,"A003153,A003152Q0107"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0101,A003154",当てはまるものを選んでください。,1.高齢者（65歳以上）ですか？,"20,A003154Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0101,A003154",当てはまるものを選んでください。,2.歩くことができない状態ですか？,"20,A003154Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0101,A003154",当てはまるものを選んでください。,どれにもあてはまらない,"21,A003154Q0103"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0102,A003154",当てはまるものを選んでください。,1.高齢者（65歳以上）ですか？,"20,A003154Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0102,A003154",当てはまるものを選んでください。,2.歩くことができない状態ですか？,"20,A003154Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0102,A003154",当てはまるものを選んでください。,どれにもあてはまらない,"21,A003154Q0103"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0103,A003154",当てはまるものを選んでください。,1.高齢者（65歳以上）ですか？,"20,A003154Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0103,A003154",当てはまるものを選んでください。,2.歩くことができない状態ですか？,"20,A003154Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0103,A003154",当てはまるものを選んでください。,どれにもあてはまらない,"21,A003154Q0103"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0104,A003154",当てはまるものを選んでください。,1.高齢者（65歳以上）ですか？,"20,A003154Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0104,A003154",当てはまるものを選んでください。,2.歩くことができない状態ですか？,"20,A003154Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0104,A003154",当てはまるものを選んでください。,どれにもあてはまらない,"21,A003154Q0103"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0105,A003154",当てはまるものを選んでください。,1.高齢者（65歳以上）ですか？,"20,A003154Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0105,A003154",当てはまるものを選んでください。,2.歩くことができない状態ですか？,"20,A003154Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0105,A003154",当てはまるものを選んでください。,どれにもあてはまらない,"21,A003154Q0103"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0106,A003154",当てはまるものを選んでください。,1.高齢者（65歳以上）ですか？,"20,A003154Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0106,A003154",当てはまるものを選んでください。,2.歩くことができない状態ですか？,"20,A003154Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0106,A003154",当てはまるものを選んでください。,どれにもあてはまらない,"21,A003154Q0103"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0107,A003153",当てはまる症状を選んでください。,1.指や顔がしびれたり、ピリピリしたりしますか？,"A003155,A003153Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0107,A003153",当てはまる症状を選んでください。,2.最近ストレスが多いですか？,"A003155,A003153Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0107,A003153",当てはまる症状を選んでください。,3.風邪のような症状（発熱・寒気・頭痛・咳・鼻水など）はありますか？,"A003155,A003153Q0103"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0107,A003153",当てはまる症状を選んでください。,どれにもあてはまらない,"23,A003153Q0104"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0107,A003153,A003153Q0101,A003155",当てはまるものを選んでください。,1.高齢者（65歳以上）ですか？,"21,A003155Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0107,A003153,A003153Q0101,A003155",当てはまるものを選んでください。,2.歩くことができない状態ですか？,"21,A003155Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0107,A003153,A003153Q0101,A003155",当てはまるものを選んでください。,どれにもあてはまらない,"22,A003155Q0103"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0107,A003153,A003153Q0102,A003155",当てはまるものを選んでください。,1.高齢者（65歳以上）ですか？,"21,A003155Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0107,A003153,A003153Q0102,A003155",当てはまるものを選んでください。,2.歩くことができない状態ですか？,"21,A003155Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0107,A003153,A003153Q0102,A003155",当てはまるものを選んでください。,どれにもあてはまらない,"22,A003155Q0103"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0107,A003153,A003153Q0103,A003155",当てはまるものを選んでください。,1.高齢者（65歳以上）ですか？,"21,A003155Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0107,A003153,A003153Q0103,A003155",当てはまるものを選んでください。,2.歩くことができない状態ですか？,"21,A003155Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0101,A003151,A003151Q0110,A003152,A003152Q0107,A003153,A003153Q0103,A003155",当てはまるものを選んでください。,どれにもあてはまらない,"22,A003155Q0103"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813",顔色、唇、耳の色が悪いですか？ 冷や汗をかいていますか？ ,はい,"20,A813Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813",顔色、唇、耳の色が悪いですか？ 冷や汗をかいていますか？ ,いいえ,"A814,A813Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814",しっかりと受け答えが出来ますか？ ,はい,"A002,A814Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814",しっかりと受け答えが出来ますか？ ,いいえ,"A003181,A814Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002",こどもか大人か選んでください。,大人（16歳以上）,"A003,A002Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002",こどもか大人か選んでください。,こども,"A004,A002Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,鼻のけが・鼻血（大人・こども）,"A003011,A003Q0101"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,口の中や歯の問題（大人・こども）,"A003021,A003Q0102"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,手や腕の問題（大人・こども）,"A003031,A003Q0103"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,足（太もものつけ根から足首）の問題（大人・こども）,"A003041,A003Q0104"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,足首から先の問題（大人・こども）,"A003051,A003Q0105"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,咬まれた・刺された（大人・こども）,"A0030601,A003Q0106"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,やけど（大人・こども）,"A003071,A003Q0107"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,眼のけが（大人・こども）,"A003081,A003Q0108"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,手足・顔面のけが（大人・こども）,"A003091,A003Q0109"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,胸やおなかをぶつけた・胸やおなかに刺さった（大人・こども）,"A003101,A003Q0110"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,何か固形物を飲み込んだ（大人・こども）,"A003111,A003Q0111"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,何か液体を飲んだ（大人・こども）,"A003121,A003Q0112"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,薬をたくさん飲んだ・間違った薬を飲んだ（大人・こども）,"A003131,A003Q0113"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,熱中症（大人・こども）,"A003141,A003Q0114"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,息が苦しい,"A003151,A003Q0115"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,呼吸がゼーゼーする,"A003161,A003Q0116"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,動悸（胸がドキドキする）,"A0031651,A003Q01165"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,ぜんそく発作,"A003171,A003Q0117"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,意識がおかしい,"A003181,A003Q0118"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,けいれん,"A003191,A003Q0119"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,頭痛,"A003201,A003Q0120"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,胸が痛い,"A003211,A003Q0121"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,背中が痛い,"A003221,A003Q0122"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,ろれつが回らない,"A003231,A003Q0123"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,風邪をひいた,"A003241,A003Q0124"
"https://www.fdma.go.jp/relocation/neuter/topics/filedList9_6/kyukyu_app/kyukyu_app_web/index.html?A000Q0105,A811,A811Q0101,A812,A812Q0102,A813,A813Q0102,A814,A814Q0101,A002,A002Q0101,A003",当てはまるものを選んでください。,発熱,"A003251,A003Q0125"
